sentiment,review;
Positive;"Once you can get past the film's title, 'Pecker' is a great film, perhaps one of John Waters' best. A wonderful cast, headed by strong performances by Edward Furlong and Christina Ricci, make the story very funny, and very real. There are some shocking scenes that are definitely not suitable for young children, but they are there for a purpose. Unfortunately this movie was not mass produced, and most of the public will be denied the opportunity to view it. If the opportunity knocks, then go see this film.';
Positive;"I really liked this movie I saw the original classic a few times but could hardly remember any details. I think this movie is much better than the cartoon its not so black and white as it. I specially liked how they made the grinch such a complete character and gave a cause of why he was the way he was, the villain in this movie was not the actual Grinch but the Major, much different than the original cartoon. Jim Carrey was perfect for the part all in all a great movie made for both kids and adults alike.';
Positive;"This movie is SOOOO funny!!! The acting is WONDERFUL, the Ramones are sexy, the jokes are subtle, and the plot is just what every high schooler dreams of doing to his/her school. I absolutely loved the soundtrack as well as the carefully placed cynicism. If you like monty python, You will love this film. This movie is a tad bit 'grease'esk (without all the annoying songs). The songs that are sung are likable"; you might even find yourself singing these songs once the movie is through. This musical ranks number two in musicals to me (second next to the blues brothers). But please, do not think of it as a musical per say; seeing as how the songs are so likable, it is hard to tell a carefully choreographed scene is taking place. I think of this movie as more of a comedy with undertones of romance. You will be reminded of what it was like to be a rebellious teenager;" needless to say, you will be reminiscing of your old high school days after seeing this film. Highly recommended for both the family (since it is a very youthful but also for adults since there are many jokes that are funnier with age and experience.'
Positive;"This is an Excellent little movie! The acting is good and the music is fantastic!! Play it on a 5-1 sound system and enjoy! It will never win any awards but its good clean fun for all!! I recommend this movie to all fans of pretty girls funny and hansom men as well as robot lovers everyone!!1 P.S. It also stars Lisa Rinna! Enjoy!!This is a very hard movie to find, It is out of print. I first saw it on Showtime many years ago but recently found a used VHS copy. Its still a must see for all!!!This is an Excellent little movie! The acting is good and the music is fantastic!! Play it on a 5-1 sound system and enjoy! It will never win any awards but its good clean fun for all!! I recommend this movie to all fans of pretty girls funny and hansom men as well as robot lovers everyone!!1 P.S. It also stars Lisa Rinna! Enjoy!! Dave Engle This is a very hard movie to find, It is out of print. I first saw it on Showtime many years ago but recently found a used VHS copy. Its still a must see for all!!!';
Positive;"Spacecamp is my favorite movie. It is a great story and also inspires others.  The acting was excellent and my wife and I went to see Lea Thompson in Cabaret years later due to her performance in the movie. It is unfortunate that the Challenger Accident delayed and hurt the movie.  The 20th Anniversary of the Challenger Accident is coming up. I knew one of the Challenger Astronauts off and on since childhood on the Carnegie Mellon campus where my father went to school";" I also know a close friend of the late pilot.  I was the technical review last year for National BSA for the Boy Scout Astronomy Merit Badge and I still find Spacecamp a great movie to recommend to Scouts doing the Space related merit badges I teach.  I ran into the late astronaut again as an adult and was following a schedule of engineering education we had put together when Challenger blew up. I wound up sitting in with Willard Rockwell and his engineers,'invisible', going over things after the Accident at the Astrotech stockholders meeting by chance as a result, so I'm much closer to the Accident and any movie similarities. I made sure that I was a good student and finished the degree four years later, strangely enough, on the recommendation of the Rockwell engineer who told them not to fly Challenger in 1986 and who later built Endeavour.'
Positive;"Very slow-paced, but intricately structured and ultimately very touching. A nice, very true-to-life look at a small Florida beach town in the dead of winter -- I've been there, and this is absolutely accurate.  It's also the debut feature of actress Ashley Judd, and she makes a big impression here. It's hard to believe this film is 12 years old -- I remember seeing it in theaters, and I recently rented 'Ruby' again. Except for the 80's looking clothes, it has held up very nicely. Ashely is so radiant and touching here, that it's hard to think of her subsequent career without wincing. Boy, talk about failing to fulfill your early promise! Anyone seeing Ashley here in 'Ruby In Paradise' would assume this elegant, natural beauty went on to all kinds of interesting art films and serious acting -- instead she has become the 'go to' girl for dumb action films and slasher movies! Very disappointing, but at least we have this lovely performance preserved to showcase her early promise.  As some other commenter's say, this is not for everyone as it's very slow paced. This is not an action film, nor is it really a romance. The director (Victor Nunez, 'Ulees Gold', another excellent character study) treats this ordinary young woman's life with deep respect, allowing her story to build slowly and with a lot of detail. In that way, I think this is one of the most moving and respectful coming-of-age stories about young women that I can recall -- it's not about Ruby's sexual awakening or 'how she lost her virginity', but about her life choices and her growing maturity.  A lovely film, if you take the time to watch it...I think it would be a really excellent film to show teens and young girls (or boys for that matter) and give them a chance to think about and discuss it.  Particular kudos to director Nunez, who also wrote the script, which is so realistic and nicely detailed that I assumed all through the movie that it was based on a female-written novel or memoir, but in fact it's Mr. Nunez's original work. Rated 8 out of 10.';
Positive;"Currently on METOO's new schedule at 4 pm on weekdays, right after 'Maverick' and right before 'Wild, Wild West' (followed by 'Star Trek').  Don't know if I ever actually saw an episode of it when it was originally on, but I'm really captivated by it. Offbeat, unusual, surreal stories set in a mythical West. Kind of the 'Naked City' of Westerns.  And the guest stars are there: Dan Duryea, Lyle Bettger, Brian Donlevy, MacDonald Carey, Rick Jason (as a treacherous Mexican), a young Dick Van Patten, Jack Lord, Noah Berry, Jr. (as a colorful Mexican), Martha Hyer, Marguerite Chapman, even Ann Robinson ('War of the Worlds'), Gloria Talbott ('I Married a Monster from Outer Space')  It ran for EIGHT SEASONS, over 200 episodes, from January, 1959, to December, 1965.  Eric Fleming is quite remarkable as trail boss Gil Favor, the most stolid man that's ever lived, with the code of honor of a Samurai, and just the right balance between toughness and open-handedness. I would vote for him for President any day. (P.S. He had a very interesting biography: http://www.imdb.com/name/nm0281661/ )  And a young Clint Eastwood is quite striking as his impulsive right hand, 'Rowdy' Yates. Also, veteran Western actor and country music figure (the immortal 'One-eyed, One-horned, Flying Purple People Eater') Sheb Wooley is there as seasoned scout Pete Nolan. And Paul Brinegar makes the most cantankerous character of a cook you could ask for as 'Wishbone'.  And then there's that great theme song, performed by the immortal Frankie Laine. (Between that and the 'Maverick' theme, I've got Western theme songs running through my head all day.)  I look forward to every episode";" I'm collecting the whole set. A good time (not to mention a moo-ving experience) is always guaranteed, as one waits to see if the boys will get their difficulties straightened out before the commercial.  'Rollin', rollin', rollin' . . . '
Positive;"This movie was featured on a very early episode of Mystery Science Theater 3000, but when I see this film, I don't think about that wonderful TV series. I believe this was a surprisingly good early 40's horror flick, with very surprisingly good sound and picture for a 67 year old public domain horror movie. I actually enjoyed watching Bela Lugosi and his bizarre staff, including his wife who requires fluid from the glands of young would-be brides, an old hag, and her two bizarre sons, one a giant idiot, the other a comical dwarf(Angelo Rossitto from 1932's Freaks). I also enjoyed the plucky young female reporter, who is kind of a stereotype, but still fun to watch. My only problem with this otherwise decent film is it's plot, even ridiculous and unbelievable for a movie. I don't want to spoil any of this film, so go out and rent it, or, better yet, buy it for a couple of bucks.';
Positive;"An absorbing (although repetitive and rather didactic) analysis of exploitation and despair in a situation where there is no way forward or up, where the attempts to make yourself feel better by violating and putting down whoever is below you seems to be the only option. But even here, in this desolate wasteland of lost dreams and no future, that does not work, and reaching out to something or someone to comfort and share with, a simple act of charity, gives some reward, even if it just makes the present bearable by reviving memories of the past.  Although there is little actual on screen violence, this is a harsh and brutal film about the small mindedness of oppression (politically and personally) that does not make for easy entertainment. Clearly based on a play, with a small cast, a broader more expansive relation to the general social and political environment would possibly have helped the film to reach a wider audience.';
Positive;"I've just finished viewing the 1st disc in a 4-disc (26 episodes) collection created in conjunction with the UCLA Film & Television Archive (S'More Entertainment, Inc.). So far (aside from the 1st episode), the image quality is quite good. The DVD box is shown on the title page here on IMDb.  'Mr. Peepers' is just as charming as when I first saw it (5-years old at the time) and Wally Cox is truly endearing in this role. If you're in the mood for quiet comedy that sneaks up on you, as opposed to hitting you over the head, you'll treasure this chance to experience all the wonderful characters you might remember from your childhood. Although some of the gags are a bit corny, most are ingenious and well-executed...and even the corny ones are fun. This is one TV series that lives up to my early childhood memories of it.';
Positive;"The movie follows the events of the novel 'Cel mai iubit dintre pamanteni'( could be translated as 'The most beloved among humans' ), written by Marin Preda ( a very controversial book and movie), a novel which became something like The Bible or the story of Hamlet, very popular and hard to get, due to its satiric contents over the Communist regime. It represents the drama of the intellectual man, the humanist, in a 'red' world. A movie filled with passion, fear, sexuality, all the great ingredients for a great movie recipe.One of the greatest Romanian movies,despite its psychological charge(after all, it is an European movie).';
Positive;"(spoilers??)  I wasn't sure what to think of the movie. Not too much of a kids film. Definately should be watched with a parent because it includes death and dying. But I was surprised that I was a bit entertained by it.  I was a bit disappointed by the 81 minutes of time we had. (even less without the credits) And the trailer gets you to think the rodent is a main creature. But alas, they torture him. Right until the end of the movie. Those two gripes docked the movie 2 stars. But I do recommend the movie. Even for a sequel.  8/10  Quality: 9/10 Entertainment: 7/10 Replayable:7/10';
Positive;"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals. Whatever the case, I'm sure I loved it. From the wonderfully twisted, lurid, intertwining stories, to the deliciously sinister performances from Robert Stack and Dorothy Malone, to the vivid, gaudy colour with which it's all captured, this is high-class trash and it's great fun. Not to mention the amusingly sly and thinly veiled sexual subtexts which permeate the entire film, always threatening to escape from the image into the dialogue but never doing so. I'd be lying if I said that the film's sheer entertainment value didn't contribute to my love for it, but there's some sort of bizarre artistry behind the unintentional (or was it?) comedy and I really, really dug that. I could really get into this melodrama stuff.';
Positive,This was stupid funny movie.. Cheech and Chong are the dopiest wasted guys ever... i rate this film a 7.. but if you like this one then go see Jay and Silentbob! There funnier and crazier. Now Cheech is a sellout working on kids movies..... wheres chong?;
Positive;"I had been long awaiting this movie ever since I saw the trailer, which made it look like a political drama, starring three of my favorite actors";" Al Pacino, John Cusack, and Bridget Fonda. And even though it was directed by Harold Becker, who has done uneven work, he and Pacino did combine on SEA OF LOVE, which ranks among each of their best work. But interference on some level(for starters, several of the scenes in the original trailer don't appear in the movie) and changing of tone(subsequent trailers make it look like a thriller) make this, while watchable, nowhere near as it could have been.  Which is too bad, because I really wanted to like this movie. There was great potential here to be a film about how government can still be worthwhile despite all the corruption, and to make a complex statement about that corruption, not the usual good guys vs. bad guys. And there is good acting here. Pacino and Cusack are both very good, and Danny Aiello gives one of the best performances of his career. But Fonda is wasted in her role, having nothing to do, and while there is merit in the central storyline, when it turns to a thriller, the movie loses its way, briefly recovers in the final scene between Cusack and Pacino, and then falls down completely in the end. I wish I could like this more, but no.'
Positive;"I absolutely LOVED this Soap. It has been one of my favorite. Will highly recommend :)... I just love Brazilian soaps, they deal with real life events. I'm really sad that the soap ended but I'm sure I'll be able to find it somewhere. For those of you who have not seen it, please see it. I loved the characters, the plot and how things turned out in the end for the villains. The only thing I would have changed is the end for Xica and her long life love. I can't wait to see it again and highly recommend it. Xica has been by far, the best soap I have ever seen. Forget everything else :)GO XICA.. Hope you all like it as well.';
Positive;"This was one of the funniest and greatest sitcom to hit national television. Its unfortunate that the show is not placed amongst great sitcoms where it truly belongs. The actors did a superb job and seasons one thru six were the show at its peak point. Although season seven was not as great when compared to the previous six, it was still funny. Season 8 was the real problem kicked in. Without Topher grace or Ashton Kutcher the show simply fell apart. Not too say, the other actors weren't great if any of 2 main characters had left such as Danny Masterson, Wilder Valderamma Kurtwood Smith, Debra Jo Rupp, Mila Kunis and Laura Prepon ( Don Starks and tommy Chong are great too) left the show it would have the same affect. And the inclusion of Randy ( Josh Meyers) didn't help either because he was not well received by the shows fans. I believe if the show ended a year ago it would have certainly gone down in history as one of the sitcom greats. Season 8 was a little dull but the finale was excellent. I am going to miss the show, i just hope i wake up one day to find out the show is back as That 80's show with the same cast because i am going to miss the hell out of it.';
Positive;"Why is this movie not in the 250 best? This movie looks still astoundingly fresh 56 years after its production but it could only have been made at the aftermath of W.W.II because of the perception of the nearness of death. People were more aware that life could be stopped at one unexpected moment. And what after life? I liked the scene at the end with the judgment and all people of all nations gathered. The phlegmatic judge (Abraham Sofaer-a typical British judge-), Doctor Reeves (Roger Livesey) defending Peter Carter (David Niven) and also June (Kim Hunter) against the American prosecutor Abraham Farlan (Raymond Massey I -there is a reason why it is an American-). It is all so imaginative! Michael Powell wrote, directed and produced this astonishing movie which is a real 'tour-de-force'. The message of the movie is clear: in the universe the law is the most important but on earth nothing goes beyond the love between humans. The way in which this beautiful story is told is far more interesting than any Hollywood-movie could ever make.';
Positive;"This is one of the best animated movies I've ever seen in my life. This isn't just a fun movie, or a well-made movie. This is a landmark in the art of animation and even if it weren't, just the technical skill that went into making it, would grant it a place in the history of animation.  Wladyslaw Starewicz created a stop-motion movie about the secret life of beetles. He imagined a coherent world of insects, with jobs, houses, nightclubs, movie houses, even little props like posters and bicycles and paintings.  In this movie he tells a simple tale of hypocrisy and revenge. Mr. Beetle has an affair with a dancing dragonfly, much to the chagrin of a grasshopper";" but he's a cameraman and decides to shoot the fling. Mr. Beetle returns home and finds Mrs. Beetle having her own affair. Mr. Beetle chases the lover away but forgives his wife. The two make up and go out to the movies. And the movie they watch is Mr. Beetle and the Dragonfly. Described thus it sounds banal, but once seen it becomes a gripping work of cinema. Along with Emile Cohl and Jiri Trnka, Wladyslaw Starewicz pretty much invented everything that future animators would use in their work. For that reason he must not remain forgotten.'
Positive;"Mel Torme and Victor Borge, in their younger years, serve to make this film interesting - and especially viewing a young Sinatra, on the sunny side of 30, and definitely conveying that this was his 'yes, I'm a popular singer, but hardly an actor yet' stage. Michele Morgan is an annoying, inane presence, and Jack Haley is an actor whose appeal has always been totally lost on me. Leon Erroll is silly, as always, but overall pretty funny. 7 stars of a potential 10 is about the right 'grade,' because with the combination of its positive aspects, along with the lack of much of a story, and a silly one at that, and the fore-mentioned annoyances - it is overall average at best. Most of the fascination is from the viewing of the three entertainment icons in their early years.';
Positive;"While the British produced some hilarious and slick sitcoms in the 1990s - Ab Fab, Men Behaving Badly, One Foot in the Grave, etc. - the 70s were the real golden age.  In the 1970s there were whole new territories to explore, including the sexual revolution, feminism, and the slowly evolving awareness of a need for 'sensitivity' that would, twenty years later, become Political Correctness. Attempts to grapple with the confusion of this thoroughly modern world were the subtle and not-so-subtle themes in everything from the skits of Monty Python's Flying Circus to sitcoms like Man About the House. (By the late 70s this 'grappling' resulted in more meditative and bitter-sweet sitcoms such as the masterpiece Butterflies.)  Man About the House is a perfect example of the good Britcoms of the time - slightly genteel, cheeky, fresh, ingenuous, sometimes outrageous, with some well made observations on contemporary life. Compare it to a cynical 90s show such as Ab Fab, and it is hard to believe the two were created in the same country.  Man About the House is one of the great Britcoms of the 70s, right up there with Good Neighbors (The Good Life), and About the House's spin off George and Mildred. Its quality is attested to by the fact that - as with Good Neighbors - its creators, writers, and many of its cast have had continued success in British television.';
Positive;"Put yourself into Carla's shoes. She is an overworked, unappreciated administrative drudge who is invisible. You know her: she's trained three of her last three bosses, knows where all of the bodies are buried and might even look back at you in the mirror when you brush your teeth. Always having time for another thankless task and does it better than most despite a serious disability, she has the desk on the way to the restroom that becomes the repository of half-finished cups of coffee begging to be spilled. What? You don't want to hear it? Well, she can't and neither can you until your hearing aid is in place. Prepare to experience life from the perspective of the hearing impaired.  Carla (Emmanuelle Devos) needs a change in her life. Work is leading nowhere";" friends are relying on her to meet their domestic needs and the only way out starts with a collapse that goes virtually unnoticed. She won't take a vacation - a contract is going critical - so the only alternative is to hire an assistant. Carla submits requirements that convey her real needs: a'well-groomed' man. This brings an applicant for approval that reminds us that we should be careful with our wishes.   Paul (Vincent Cassell) does everything wrong from the start of his job interview and his getting hired clearly demonstrates Carla's interest in his non-job-related qualities. She sees potential in this former thief and as the story unfolds, their relationship grows in a very unusual pattern of co-dependence.   Paul has a difficult transition returning to the world outside of prison walls and finds himself in another sort of prison: one of the office variety and another of indentured servitude to pay off an old debt. His skills as a thief help Carla win a political battle in the office. But Paul sees a grander opportunity with Carla's skill in lip reading and draws her even further into a world of intrigue.  This is a brutal film noir unrated and probably suitable for older teens. Carla grows more powerful, professionally as well as personally, as the story progresses and her disability gives her clear advantages over the rest of us. She grows as a woman discovering her sensual side while she uses her resources to overcome the obstacles of competing in a man's world.  The two main characters are meant for each other, in a strange way. Without Paul, Carla will remain in her role of a doormat. She has our sympathy, hopes and best wishes even if she doesn't make the best decisions along the way.   You will hear the world through Carla's ears, from awkward adjustments of your hearing aid, muffled sounds, all but inaudible without it to relatively distinct voices when you can see who's talking. With one major sense disabled, we see Carla's heightened intuitive power to compensate. And we can all use that sense to hear not only what people say, but also what they really mean.'
Positive;"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel ('The Usual Suspects', 'Three Kings') provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of 'THE EVIL DEAD' films and 'The Gift', appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.';
Positive;"This very good movie crackles with tension. The stakes are, of course, high--will the police and Widmark, the public health doctor, apprehend the criminals who don't know that they are carrying plague before a full-scale epidemic breaks out? But smaller plot elements introduce tension in every scene--between Widmark and the police captain, between the bad guys played by Palance and Mostel, between Palance and a dying plague-stricken man whom Palance mistakenly believes is the subject of a manhunt because he has smuggled in some valuable commodity, between Widmark and his wife, and with the underlying question of whether the public is better served by informing them of the danger or hiding the situation to avoid a full-scale panic. The movie is beautifully shot by Kazan, in extraordinarily well-choreographed long takes shot on location in New Orleans, and ends in a stunning climax, where Palance flees like a rat from his pursuers, through the docks and warehouses of the city. The commentary is superb, probably the best that I've heard, covering the cinematography, the framing and lighting of shots, the production design, the casting of non-professional actors in small roles, and the ironies and parallelisms in the plot, like an insightful seminar on 1950s film techniques and film noir generally. Watch it once to enjoy the film on its own, and, if you are interested in film-making, a second time with the commentary on to learn.';
Positive;"This is a great, ridiculous horror movie that captures the essence of the mid to late 80s' obsession with how evil metal music supposedly was. I can remember being freaked out by metal teens when I was a kid. It doesn't help that I found a desecrated grave in my hometown's graveyard when I was ten. Turns out this weird metal kid had dug up some old bodies and used their bones in some weird sacrifice to satan. So maybe stuff like deterred me from metal for awhile, but I love it now, as a 24 year old.  I bought this DVD used for 6 bucks and I expected it to suck due to the lame cover, but to my surprise, it ruled. It is all about the extreme demonic power of metal. And you gotta love a scene where a guitar shoots lazers and vaporizes headbangers in the crowd. This movie is awesome, if you love 80s metal and bad movies, this one's for you. 9/10!';
Positive;"I saw the movie before I read the Michelle Magorian book and I enjoyed both. The movie, more than the book, made me come close to tears on several occasions. This film touches the deepest points of the human soul and never lets go. I encourage as many people to watch this masterpiece as much and as soon as possible. I give it ten stars.';
Positive,This film made John Glover a star. Alan Raimy is one of the most compelling character that I have ever seen on film. And I mean that sport.;
Positive;"Enjoyed the movie very much. Certainly will leave the audience wanting to know more, and there is truly a lot more historically to find out!  Did the production team fall to the temptation of over dramatization, particularly of the shooting event? There is a ton of interesting accurate material hinted at? Prince Albert's contribution to UK and the monarchy warrants a movie on it's own but granted that was apparently not part of the intention here.  The costumes and sets are especially good but am I alone in thinking that this production (which judging by the length of titles at the end was certainly not a cheap one) wanted badly for a British Court historical etiquette expert beyond the Duchess of York? i.e. Did Princess Victoria really stuff an entire truffle/rissole(?) into her mouth while speaking to the Prime Minister in the company of His Majesty with her mouth full?  'Could never really felt that sympathetic to Victoriain this movie, or indeed in her shoes at all. Yet loved the casting of the principals, whose acting was convincing, so did the script really allow us to really get to know them well? I always felt like a totally detached, uninformed outside observer, much more so than with 'Mrs. Brown' or even 'The Queen'. Yet to be honest I still could not take my eyes off the screen, except that is for some of the more avant-garde camera techniques which were distracting from time to time.';
Positive,Overall this movie was excellent for its time and will be interesting for many more generations to come. Although the plot is not 100% accurate to the book most everything is correct. The movie does skip far ahead and does miss some important parts. I found the book and ready and immediately wished that they had made a movie (because I hadn't found out about the movie yet) but later I found the movie in a bargain bin at Wal-Mart and decided to buy it and see if it was what I had expected. Overall I give this movies a 7 out of 10 for its good parts (relative accuracy and overall making sense) and for its bad parts (large time skips and small but noticeable inaccuracies).;
Positive;"I think it took a lot of guts for her to come forward like that. It is unfortunate that when a celebrity suffers that is what helps people most. But, in her case, what she did was remarkable. I have been in the mental health field for five years and I think it is great that mental illness is not a terrible word anymore and I believe she helped. I always thought she was great and always will. I am glad that she wrote this book and that the movie was made. She is a remarkable lady and I hope she continues to act. She has been through a lot and has faced it. I would really love to see her work more with children, especially child actors. Her ordeal should not have happened and I think she would be wonderful as a mentor to young people. The movie was so moving to me that I was very touched. Suffering a TBI which brought the onset of my disorder and having PTSD, it is good to know that someone has the courage enough to display her life as she did. I believe it helped this nation and people in general realize that there are others like them and that there is help. Thank you Ms. Duke, or Anna, which ever you prefer.';
Positive;"The legendary Boris Karloff ended his illustrious career by making four cheapie fright flick clunkers in Mexico. This is the token moody period Gothic horror entry from the bunch. Karloff gives a typically spry and dignified performance as Matthias Morteval, an elderly eccentric patriarch who invites several of his petty, greedy and backbiting no-count relatives to his creepy rundown castle for the reading of a will. Pretty soon the hateful guests are getting bumped off by lethal life-sized toy people who populate the place. Onetime Mexican sex symbol Andres Garcia of 'Tintorera' infamy portrays the dashing police officer hero and Julissa looks absolutely ravishing as the sole likable female character. The clunky, plodding (non)direction, trite by-the-numbers script, ugly, washed-out cinematography, ridiculous murder set pieces (a gross fat slob gets blasted right in the face by a miniature cannon!), overwrought string score, morbid gloom-doom atmosphere, largely lousy acting (Karloff notably excepted), cheesy mild gore, poor dubbing and rousing fiery conclusion all lend this enjoyably awful lemon a certain endearingly cruddy and hence oddly amusing ratty charm. A real campy hoot.';
Positive;"Spoilers.....  I saw the original on TV sometime ago and remembered this production as less gripping than most Beeb costume drama. I rewatched on DVD this week and still have the same impression of it. It's a good story at first, but weakens when the heroine becomes oh so terribly brave and noble and returns to her utterly vile husband when he's ill and I got so totally irritated with her saintliness. I suppose this was the 'right thing to do' when the story was written as well as contributing plenty of angst, and it was difficult for a woman to be independent of her husband as marriage made her no more than his possession, let alone to carry on scandalously with a lover as I expect a lot of the modern audience would have liked to see. But it's hard to take the santimoniousness nowadays and especially when this heroine had a strong, brave admirer ready to defend her against anyone and everyone. So re the story as in the film I'm equivocal. It's well done as per the novel, but somewhat irritating as per today's kind of life.  Steadfast hero Gilbert was certainly a saint to put up with his ladylove's variable and often cryptic behaviour and persistent self-denial and to be so consistently supportive. So I felt it a great shame that when Helen was at long last free to be with him, the script didn't allow him a bit more than about one minute to fall on each other for a quick hug before the titles came up. This was completely ridiculous when we'd been waiting all this time through all that dripping sentiment over the undeserving husband for a decent bit of dialogue and a good embrace between hero and heroine. Instead, the ending was as though the film makers had run out of time or finance or just couldn't be bothered. 'Here you are - one minute, do what you can in that, then cut as the director wants to go home now.....' I was left feeling totally dissasatisfied.  However, very high commendations to the acting of Toby Stephens a perfect and very handsome hero, and Rupert Graves a superbly nasty and self-pitying villain. Tara Fitzgerald was satisfactory within the confines of the script that forced her to be a depressing and rather sanctimonious victim so much of the time.  That said, I love these classic dramas and virtually all of them are a sight better than much of the 'modern' drama on TV these days. So 7 stars because in spite of the irritations it's still a good watch.';
Positive;"To fight against the death penalty is a just cause. Everyone who is sane in Europe would think so. In the USA everything is different. The film seems to demonstrate in a first stage that justice can be won against the racist bigot death penalty craving American justice. A young man is freed from death row thanks to a law professor who went back to defense counseling for this particular case. But the film has a sequel. Justice in the USA is entirely governed by the aim of vengeance. Miscarriage of justice is just the same governed by vengeance. One person in the local Public Attorney Offfice has a young man prosecuted on false charges. This Public Attorney's officer drops the charges after a while and the young man walks out free. But he loses his college scholarship and he is castrated by some vengeful people for whom there is never any smoke without a fire. He hides his shame and swears to get his vengeance. But he also needs to satisfy his sexual needs which are more mental than hormonal for sure but even stronger because mental and no longer hormonal and he can only do that with little girls. He apparently teams with another serial killer who is after the same kind of preys. One day the local cops follow their intuition, guided by some vague circumstantial elements in the assassination of a young girl, and they arrest the young chap we are speaking of. They beat him up and interrogate him for 22 hours with nothing but blows and blows and telephone books and guns and Russian roulette. He confesses. Sent to death row, he asks his grandmother to go get the law professor in Massachusetts who is the husband of the Local Public Attorney's representative that had him falsely prosecuted some years ago and the vengeance is on the rails. It will fail but it shows that as soon as one in the line of justice, police work and other security forces steps off the line of absolute legality, some unjust act is done that can ruin even the best accusation case and that can nourish the worst deepest imaginable thirst for vengeance. To charge someone on circumstantial elements is just as bad as to let circumstantial elements ruin the work of the police or of justice. The best intentions on the police side are ruined by some personal involvement and vengeful intention, just as much as the life of a person can be jeopardized by circumstantial elements inflated to the size of evidence, which in its turn will jeopardize the whole case by being just circumstantial, hence easily discardable, with a good lawyer. The film then is a deep reflection on the necessity to respect standards and regulations all along the police and justice line if we don't want to make a mistake, which in its turn of course does not justify the death penalty since anyway it goes against the deepest belief Americans are supposed to have: 'We hold these truths to be self-evident , that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty, and the pursuit of Happiness.' (Declaration of Independence) Life is an unalienable Right that was given to man by his Creator, which means no one but the one who gave it can take it away. Only God can take the life of a person away. The death penalty is the arrogant appropriation of a power that we do not have. Even if we do not evoke God, we cannot justify the death penalty except as an act of vengeance, and here the film shows vengeance is the worst possible motivation in the rendition of justice and in the establishment of public peace. If vengeance is pushed aside there is no other justification for this death penalty. And there can always be a mistake in that pursuit not of Happiness but of vengeance.  Dr Jacques COULARDEAU, University Paris 1 Pantheon Sorbonne, University Paris 8 Saint Denis, University Paris 12 Cr̩teil, CEGID';
Positive;"Too many sources routinely lump this thought-provoking period drama in part based on historical fact together with the superficially similar 'nunsploitation' which was a mainstay in'70s Euro trash cinema, overlooking the righteous anger that drives the whole endeavor. Perhaps coincidentally it was also director Gianfranco Mingozzi's singular attempt at narrative film-making outside of many well-received documentaries.  Safely set within a historical context, FLAVIA charts the growing rebellion of an early 15th century Italian nun (Florinda Bolkan's career performance, even surpassing her sterling work in Lucio Fulci's devastating DON'T TORTURE A DUCKLING), locked away in convent by her not so nobleman father in a desperate attempt to curb the girl's budding sensuous nature. Wondering why women are relegated to secondary roles at best in life as in holy scripture, she is confronted by ways in which male domination can rupture female lives, inspiring revolt fueled by the ranting of semi-crazed older Sister Agatha (indelibly portrayed by veteran actress Maria Casar̬s from Marcel Carn̩'s LES ENFANTS DU PARADIS) and - more constructively - by a Muslim invasion. Joining the oppressors and perhaps unwittingly manipulating them to do her bidding, Flavia truly becomes the outcast she already felt herself to be, with expected tragic results.  With its breathtaking widescreen compositions by Alfio Contini, who shot Michelangelo Antonioni's ZABRISKIE POINT, this is an uncompromising and austere account of one woman's fierce yet ultimately futile fight against patriarchal society which allotted her no rights beyond childbearing or whoring as Sister Agatha wryly remarks. A lengthy drug-induced fantasy sequence clearly modeled on Ken Russell's otherwise far more flamboyant DEVILS notwithstanding, the movie turns out relatively stingy in the skin department, making something of a mockery out of its semi-porn reputation. This is a serious work deserving rediscovery and restoration of its unjustly tarnished reputation.';
Positive;"Going into see Seven Pounds i wasn't clearly sure what to think because the previews left to much open to grasp what the movie was really about. So within the first 20 min or so you are completely lost in the plot, have no idea what is going on and you think Tim, who claims to be Ben, is just a big asshole. All of this comes to an end when the 'twist',so to speak, is unraveled at the very last minute of the movie. Basically Tim (will smith) was troubled and haunted by a big accident he made causing the end of seven peoples lives. By this he decides to scope out seven new people who are in need of help badly who he in turns gives his life to.  The acting of this film is great, as i feel will smith no matter what part he seems to impress. Rosario Dawson, to me, this is one of her better movies, aside from eagle eye which i think is up there to. She has been in some bad some good but she does deliver in this film. Other actors, such as woody Harrelson, have very small roles and not a big enough role to grasp the character. Although the casting of the film was still good.  This movie was definitely not what i expected and certainly a lot slower pace in which i hoped. The movie, however, was still pretty good. Nothing is revealed until the last 5 min of the movie and everything falls into place. Up until then it just seems like a pointless love story. Final thought seven pounds=seven Stars.';
